index,voted
0,0.7175787141184601
1,0.7527680874902739
2,0.4339174638042708
3,0.4057328664508085
4,0.753396032954975
5,0.5371889659491783
6,0.8087865101788764
7,0.767479562388992
8,0.19937341020649696
9,0.5
10,0.43854043415865473
11,0.596903490011247
12,0.49069629637563894
13,0.6828528921290369
14,0.5646825240307327
15,0.9393233335270396
16,0.6712173865532121
17,0.27949903527097514
18,0.4380427899765424
19,0.46547425625171923
20,0.6188460160820171
21,0.45593595886947247
22,0.21614801092108046
23,0.24355704990673097
24,0.7368112171555237
25,0.2134930249608448
26,0.8860293084262907
27,0.6268929460497995
28,0.5309336044388094
29,0.20740104413056024
30,0.5616273573600318
31,0.8163684871173156
32,0.33173580489847365
33,0.5808297988256705
34,0.6840075920539913
35,0.3061709416813913
36,0.4135308833551722
37,0.3165478981437027
38,0.3866371385853336
39,0.3050064020949634
40,0.43271974662656126
41,0.8153747526060807
42,0.7060114793418014
43,0.8003354594788074
44,0.8688621766684012
45,0.2689110871146778
46,0.8054686730053638
47,0.9076699200068548
48,0.39715369321906724
49,0.8298957401868813
50,0.4728982187080228
51,0.8271197086153587
52,0.5505701945423517
53,0.7372676458530272
54,0.8434441147053682
55,0.6507127809534595
56,0.8093135198747579
57,0.5787786588308611
58,0.7365417352645613
59,0.34174812183245
60,0.8809920275789835
61,0.6631740703825147
62,0.5356753631643825
63,0.4423421616407114
64,0.2654108651791934
65,0.6875492370288216
66,0.3783292353471836
67,0.23705914826680252
68,0.49212559645271736
69,0.5081325447834669
70,0.3921577182180594
71,0.33178256672894857
72,0.20982407300904535
73,0.7976940612951097
74,0.8012463725091313
75,0.6475127532544473
76,0.7366741211536136
77,0.2302940230926705
78,0.6870601691302038
79,0.3317063421579644
80,0.8504646423531403
81,0.3782826378430916
82,0.30407954434682694
83,0.2565019476613173
84,0.7860815289645975
85,0.6629656009291998
86,0.7297404203532641
87,0.21244709002894896
88,0.30752385359264683
89,0.5299410168864872
90,0.9427171434284916
91,0.3005549539061321
92,0.22353097406082278
93,0.29621734496653684
94,0.567735122511095
95,0.8078714772424969
96,0.4180712742200137
97,0.7996525581895318
98,0.600949704147035
99,0.6137890633023338
100,0.16396004167635042
101,0.424277691534279
102,0.7659148947819773
103,0.25204095738125476
104,0.38196903265224397
105,0.5068346580527663
106,0.4119144630521088
107,0.540915421580719
108,0.7296935088691475
109,0.3051080253784243
110,0.7149495459422037
111,0.23090384694935917
112,0.7768169247660589
113,0.7944045280622575
114,0.8424683308527381
115,0.8719673312316851
116,0.6061565894388982
117,0.278980278140329
118,0.2639723201769059
119,0.38173017714382684
120,0.23120829694284714
121,0.783509223276641
122,0.8788447733442479
123,0.24502422670364687
124,0.45100531594195986
125,0.5914940682716104
126,0.8914322932062982
127,0.8082478246403598
128,0.8576890532066505
129,0.5395283828676283
130,0.31380391667180324
131,0.3608260610425747
132,0.2332684806553476
133,0.7447705497315896
134,0.8670687842295216
135,0.9164209578216239
136,0.26598065539267457
137,0.7328482200194807
138,0.46697062628723846
139,0.9147546048049732
140,0.4715409924154431
141,0.8799378920995717
142,0.18686271806181523
143,0.3524560332015241
144,0.38092501809123985
145,0.4671256796099903
146,0.8886358541673003
147,0.28365991872179613
148,0.6429873624743092
149,0.669925567541899
150,0.26623046518528826
151,0.36638256292217286
152,0.6437846945654014
153,0.605610071740619
154,0.7774541293265004
155,0.4850464535977113
156,0.8696067612462997
157,0.6009729421041302
158,0.9230267876122051
159,0.6183829235324851
160,0.7351176975217734
161,0.4576627903803011
162,0.22978360865422606
163,0.2895103088258774
164,0.753905163218937
165,0.623977391276384
166,0.5429957090706521
167,0.8920795583960173
168,0.414529115967864
169,0.9205094638875116
170,0.8576318064886325
171,0.6346096839691948
172,0.29122892645758536
173,0.8099048909564547
174,0.834121709339332
175,0.78019697690883
176,0.8230227712220427
177,0.3495919705130864
178,0.23534326977733924
179,0.8299470243155578
180,0.8663926352242463
181,0.641010167631102
182,0.7482154264104829
183,0.3083964752874835
184,0.3037986638306966
185,0.34321305227427823
186,0.4236138410414219
187,0.731714507555464
188,0.7145795823711469
189,0.7037281457656066
190,0.7699821872336758
191,0.5807371101359596
192,0.7752331289443823
193,0.28246157549693934
194,0.44908035287304465
195,0.25178577355437487
196,0.2948322023474622
197,0.22434685284404232
198,0.3197342681262219
199,0.5594797372895146
200,0.4033202271924434
201,0.5982436514830313
202,0.35147042109847
203,0.3606255418222972
204,0.8947118777072544
205,0.3194608271697483
206,0.3801861710842703
207,0.3539142255856844
208,0.18761610909256426
209,0.7585030589495803
210,0.7837303747694477
211,0.5770935410394652
212,0.2962115795989289
213,0.8086348827304137
214,0.22865307277104618
215,0.3575685390548781
216,0.7942188276683736
217,0.3087533099187552
218,0.17266153667268433
219,0.3651341347559449
220,0.2587030491198649
221,0.3555374223596048
222,0.8479768447725988
223,0.26847947659088933
224,0.3837306996222181
225,0.4046222127026315
226,0.29714089930174636
227,0.8932193528818237
228,0.6197678494682066
229,0.5332710048457784
230,0.39886110535751
231,0.29289412893819977
232,0.414952359326809
233,0.6962385285731484
234,0.9247054366273287
235,0.7769119071562618
236,0.6216422692497069
237,0.8522107846592843
238,0.809324510032289
239,0.36636377933588454
240,0.5580845062122688
241,0.6471347007358248
242,0.26097302411318446
243,0.7661561282095128
244,0.6156872638127658
245,0.32166586110151885
246,0.25928339377260035
247,0.7134594517004016
248,0.2568649238639952
249,0.7859199854185771
250,0.8737106249688062
251,0.3858492831985356
252,0.38749279518748125
253,0.6871962411315106
254,0.23446168912721146
255,0.41906372810141496
256,0.1869023710235904
257,0.29475084816045427
258,0.8490280692509412
259,0.4202928240004318
260,0.8370554676646922
261,0.43268598720361323
262,0.30586299063904726
263,0.6049553603980811
264,0.4929690279829315
265,0.4299844847324664
266,0.8151634637493566
267,0.8990208998674886
268,0.5729389430204775
269,0.712812763707711
270,0.24159777748673228
271,0.5
272,0.6673549073586835
273,0.28649871704526625
274,0.34070598543557845
275,0.6367217016472497
276,0.9236519706066231
277,0.8709969353885283
278,0.5743844069110186
279,0.370830731654123
280,0.6177672000101982
281,0.7908127921986763
282,0.8058568197612134
283,0.5274557396027549
284,0.24936652586699445
285,0.6391186425071765
286,0.2558895825846819
287,0.36732682415752593
288,0.2976475400612273
289,0.6693557146787608
290,0.2368178728494396
291,0.752433519341239
292,0.2663584781307551
293,0.6850893677251352
294,0.45262025416826857
295,0.5849829688433829
296,0.2437227977745138
297,0.2349501495543152
298,0.24418425903163435
299,0.684613526174826
300,0.8664324383814164
301,0.6917740084747594
302,0.8480953610272692
303,0.2492726785509689
304,0.8474081310151852
305,0.866310102855817
306,0.573788293512178
307,0.39708364386928546
308,0.6201197337794341
309,0.7651234491048292
310,0.44020807303606146
311,0.7870245470557927
312,0.6474695678320863
313,0.646695887442247
314,0.254469511346909
315,0.9230299250067491
316,0.222062214831812
317,0.6223122088525052
318,0.2549975697808417
319,0.2576197991005293
320,0.5851796618855267
321,0.54778865287623
322,0.6668208446321734
323,0.47047993843137126
324,0.6846022106363912
325,0.4144195235478161
326,0.19938777346513592
327,0.4329663373984511
328,0.42116566099191466
329,0.6650865751390546
330,0.8776668867571731
331,0.25258219387843167
332,0.22142535555546186
333,0.633839079756981
334,0.9102772608566473
335,0.744152711470117
336,0.5377776614817117
337,0.6965107839252782
338,0.696664003306523
339,0.8878915298071997
340,0.7564177963160065
341,0.36174937843553256
342,0.7896217853806722
343,0.22344932457288832
344,0.6454108147098094
345,0.40473174699911973
346,0.29663485028571657
347,0.8805904070298265
348,0.2595739349776935
349,0.3215855555555234
350,0.8299224109070362
351,0.8893613020761925
352,0.3115475159700403
353,0.37203799449811364
354,0.7847993163194471
355,0.31701771578990956
356,0.8280889217341696
357,0.5392448306780929
358,0.8541579503505962
359,0.22588155030707296
360,0.7948275005074512
361,0.7101090241182988
362,0.7439317456811159
363,0.7339255299308914
364,0.6842366691218691
365,0.8421754396833716
366,0.7268790796556083
367,0.7491359351272862
368,0.2642196328765901
369,0.2514533714908769
370,0.40935218408555984
371,0.8200530895956497
372,0.33682523557086824
373,0.6970896936907234
374,0.2568187210548912
375,0.8944646227716839
376,0.43964448928675687
377,0.4580787642648409
378,0.43375717675607894
379,0.42615533550299844
380,0.7269920451056375
381,0.7219886256391855
382,0.6395770662741677
383,0.4258771550709784
384,0.4082641014769523
385,0.28336174161427846
386,0.3569451534905174
387,0.47005950308370253
388,0.791810978693613
389,0.21342936399418747
390,0.6426147581355778
391,0.6901823666318133
392,0.3685958472084217
393,0.30513548764670906
394,0.2868801756083184
395,0.7720809298184518
396,0.24909906899309106
397,0.5
398,0.8129091360002229
399,0.32362321349660683
400,0.3777823755128274
401,0.8335585156336194
402,0.6651661667043143
403,0.9159980455793253
404,0.34302313395449
405,0.3423518111748533
406,0.2590580123614823
407,0.2749614315091278
408,0.4032965686721782
409,0.6943379055002858
410,0.24339192285852135
411,0.6163780089188942
412,0.609545128625991
413,0.5395166199317702
414,0.2658223740173794
415,0.4430840397597357
416,0.4322092747183609
417,0.8737647226703443
418,0.89572282713572
419,0.674826601718967
420,0.7361908182855611
421,0.5093635924354175
422,0.34119414826052386
423,0.4141895644353508
424,0.2888679454139602
425,0.300734048152823
426,0.3482236402037063
427,0.4193679293822381
428,0.30007275310723164
429,0.3288346243131514
430,0.41705474780670265
431,0.19272086496395266
432,0.4068773918648409
433,0.4211183257865591
434,0.6859066831577664
435,0.3817787854514081
436,0.6552142219384486
437,0.46145289658928274
438,0.5
439,0.9165091209335517
440,0.6915093095577626
441,0.3060218511100139
442,0.7087175419191926
443,0.5131797078386328
444,0.3798809206052113
445,0.26586656194599373
446,0.3348489722929568
447,0.5091857285650123
448,0.2982183180470536
449,0.7879543358971475
450,0.4912156715639337
451,0.4600595026028588
452,0.5
453,0.4005714219502556
454,0.6325616503419494
455,0.444333446445118
456,0.5753233891413977
457,0.7304153418509238
458,0.6461006453521471
459,0.8759977472224705
460,0.40654146050030365
461,0.22886661273120285
462,0.9032543501285829
463,0.7830437969918171
464,0.3367301368874719
465,0.6391683236290464
466,0.27620644028939817
467,0.8319616427180136
468,0.6765908317948152
469,0.832911934002303
470,0.6838391817033503
471,0.6675657195307647
472,0.7465132819355965
473,0.3273866378191273
474,0.7602952569563168
475,0.6449819731823976
476,0.39080018957366053
477,0.8385373605120499
478,0.7589256832768534
479,0.8476698940050873
480,0.3410170120151682
481,0.7719117254578309
482,0.4695603916641401
483,0.6172383527148443
484,0.8992991250888097
485,0.8809623655292147
486,0.4903128766588753
487,0.2947280319294738
488,0.2635212938202151
489,0.33025256694275545
490,0.7624944229906697
491,0.4172746316778092
492,0.5536284615687942
493,0.6318309057618465
494,0.8249968637181239
495,0.38030705586369057
496,0.3364489232286636
497,0.8340123759288589
498,0.2859883884715005
499,0.5274892089614034
500,0.6902058630308494
501,0.7927922344437415
502,0.47934032233230905
503,0.5
504,0.28364377598994767
505,0.6876257100790495
506,0.43370747973870893
507,0.5057727192521992
508,0.32264002815764353
509,0.708273093005894
510,0.3861048935623505
511,0.6894613129508975
512,0.6154495536360529
513,0.459480414663907
514,0.8117348486242212
515,0.5177511787159609
516,0.3579273256157175
517,0.3958816796420995
518,0.2889925251181419
519,0.7035039658132053
520,0.5
521,0.6000443942249929
522,0.8533499166386169
523,0.2947431370620375
524,0.27096899324040347
525,0.807886134323579
526,0.8941540954557617
527,0.8135989483937089
528,0.8558400190759762
529,0.8254458120928063
530,0.8422974446465344
531,0.6368321719451331
532,0.44425604643171845
533,0.7047283979128676
534,0.33826802011415147
535,0.29679581056826937
536,0.5
537,0.49048560799380553
538,0.4645492846627969
539,0.5
540,0.5245781094554833
541,0.5789544762065606
542,0.8750185545156609
543,0.36886521932079064
544,0.5313147137474508
545,0.6589669141759028
546,0.90343705761663
547,0.3305871331315147
548,0.8270134605743632
549,0.7518031770186288
550,0.230389762288834
551,0.2999568160887016
552,0.16765939241180297
553,0.7160377156841818
554,0.24194545471967502
555,0.4916555489150798
556,0.33948698346839035
557,0.8879920447018975
558,0.6258042943212031
559,0.7253098537473811
560,0.7581460281609879
561,0.6947067577798632
562,0.46812667381431405
563,0.8574987621076584
564,0.4852308658741026
565,0.8653935345497531
566,0.369617993617037
567,0.5713692468074065
568,0.8942933377020904
569,0.3667391634599235
570,0.5863740065184211
571,0.7686419255741297
572,0.4341222660690037
573,0.8189122748810823
574,0.5205091426389247
575,0.8374976109960187
576,0.41767695681830325
577,0.6584462766036882
578,0.6226061475893993
579,0.7622813653823421
580,0.1765839375004957
581,0.7765440502962064
582,0.6103134149057584
583,0.33377134626695154
584,0.751253822529792
585,0.747303752453771
586,0.24385800079759914
587,0.6984127764675498
588,0.7302950648088556
589,0.3072900833735088
590,0.7857716918272075
591,0.20515342516015203
592,0.5558888457744865
593,0.22832048233024485
594,0.288213102633704
595,0.5447470901257031
596,0.412033807432522
597,0.5159160988015342
598,0.6573622565452781
599,0.6218178905405343
600,0.250596617937054
601,0.2833567662910965
602,0.9000493704368441
603,0.790742574197659
604,0.4751883019378664
605,0.30080072538828795
606,0.4527794471397228
607,0.23534928682841377
608,0.75523778261981
609,0.7739249019347982
610,0.2729405630655398
611,0.724176151364049
612,0.35329136964212926
613,0.47567351734580965
614,0.18789823590711058
615,0.22311057467429068
616,0.44253923367430137
617,0.2729977290151431
618,0.45085897788100493
619,0.7125412468160299
620,0.26449806687108823
621,0.5814452086453625
622,0.5132523317859092
623,0.5777037400488914
624,0.4694926751876522
625,0.30698852230279233
626,0.41773073056764515
627,0.7183922207349303
628,0.9267159727777696
629,0.8512074018445829
630,0.7990198545013815
631,0.2664897573428305
632,0.7358628706820933
633,0.2544528710294404
634,0.6043312298535607
635,0.7332010689798473
636,0.2825731001869927
637,0.4449299349966794
638,0.23896251639338126
639,0.6929651754306274
640,0.7073205061615894
641,0.5192715034454847
642,0.36667007400095897
643,0.640661845342798
644,0.45217468079661466
645,0.6276120394603567
646,0.8751437757213597
647,0.4784572187465535
648,0.33584323199813626
649,0.44871023988807773
650,0.8729788118366334
651,0.48853879906377606
652,0.6742704508045843
653,0.5382119351277151
654,0.5733648317756842
655,0.6350824622578792
656,0.4473140164152543
657,0.4099286654441658
658,0.6206538704023298
659,0.6678694671606699
660,0.4915865012245345
661,0.7990410154943322
662,0.3365786588624128
663,0.7514327692269311
664,0.7693853001443612
665,0.3865489063723373
666,0.5748256596436212
667,0.2604229401956467
668,0.7951416429933347
669,0.6804920354080561
670,0.3032324691061715
671,0.4386454089662542
672,0.8498580379636985
673,0.9039789556353851
674,0.4495214344654787
675,0.26320434372790397
676,0.8963533959232216
677,0.30490968508112226
678,0.8675968890505183
679,0.26796576764581487
680,0.28769220989955324
681,0.8044294203037838
682,0.8693198028576143
683,0.695598518110778
684,0.3366574026591775
685,0.7336311109051804
686,0.46394481112181374
687,0.776283842053929
688,0.45125286558957634
689,0.5347281364400961
690,0.2896279698130195
691,0.750544292489288
692,0.8698522666081969
693,0.6552276879800468
694,0.36289709363805434
695,0.5106974247103332
696,0.9161884461030098
697,0.3390191277995193
698,0.7532210715834401
699,0.20416707688820354
700,0.2377783580202388
701,0.32837853969179426
702,0.2716894214440682
703,0.29594893088643154
704,0.8819280526899885
705,0.8135615205958318
706,0.85695863349202
707,0.7766188244463442
708,0.5598503902045079
709,0.4356486422726386
710,0.9096546628183555
711,0.37258615284156826
712,0.36192807947245137
713,0.3951532641321588
714,0.9300751029955414
715,0.8501226529638406
716,0.48089119517037887
717,0.6551483473586214
718,0.4346499387529027
719,0.3454140797321231
720,0.6740210828331595
721,0.8149701228258964
722,0.23263194578080312
723,0.8854110351349105
724,0.4888721566599711
725,0.569370546357488
